probe,mnemonic,count
probe_fp64_extended,DSETP.NAN.AND,3
probe_fp64_extended,DSETP.NEU.AND,1
probe_fp64_extended,EXIT,4
probe_fp64_extended,FFMA,1
probe_fp64_extended,FMUL.FTZ,1
probe_fp64_extended,FSEL,19
probe_fp64_extended,FSETP.GEU.AND,3
probe_fp64_extended,FSETP.GT.AND,1
probe_fp64_extended,FSETP.GTU.AND,1
probe_fp64_extended,FSETP.GTU.FTZ.AND,1
probe_fp64_extended,FSETP.NEU.AND,2
probe_fp64_extended,FSETP.NEU.FTZ.AND,1
probe_fp64_extended,IADD3,4
probe_fp64_extended,IMAD.IADD,2
probe_fp64_extended,IMAD.MOV,1
probe_fp64_extended,IMAD.MOV.U32,31
probe_fp64_extended,IMAD.WIDE,12
probe_fp64_extended,IMNMX,2
probe_fp64_extended,ISETP.EQ.OR,1
probe_fp64_extended,ISETP.GE.U32.AND,2
probe_fp64_extended,ISETP.GT.U32.AND,1
probe_fp64_extended,ISETP.GT.U32.OR,1
probe_fp64_extended,ISETP.NE.AND,2
probe_fp64_extended,LDG.E,2
probe_fp64_extended,LDG.E.64,6
probe_fp64_extended,LOP3.LUT,12
probe_fp64_extended,MOV,7
probe_fp64_extended,MUFU.RCP,1
probe_fp64_extended,MUFU.RCP64H,2
probe_fp64_extended,NOP,43
probe_fp64_extended,RET.REL.NODEC,1
probe_fp64_extended,S2R,4
probe_fp64_extended,SEL,4
probe_fp64_extended,STG.E,1
probe_fp64_extended,STG.E.64,3
probe_fp64_extended,ULDC.64,4
probe_fp64_transcendentals,BRA,12
probe_fp64_transcendentals,CALL.REL.NOINC,3
probe_fp64_transcendentals,CS2R,14
probe_fp64_transcendentals,DADD,15
probe_fp64_transcendentals,DFMA,57
probe_fp64_transcendentals,DFMA.RM,1
probe_fp64_transcendentals,DFMA.RP,1
probe_fp64_transcendentals,DMUL,22
probe_fp64_transcendentals,DSETP.GE.AND,1
probe_fp64_transcendentals,DSETP.GEU.AND,1
probe_fp64_transcendentals,DSETP.GT.AND,1
probe_fp64_transcendentals,DSETP.GTU.AND,1
probe_fp64_transcendentals,DSETP.NE.AND,1
probe_fp64_transcendentals,DSETP.NEU.AND,3
probe_fp64_transcendentals,EXIT,6
probe_fp64_transcendentals,F2I.F64,1
probe_fp64_transcendentals,FLO.U32,1
probe_fp64_transcendentals,FMUL.RZ,1
probe_fp64_transcendentals,FSEL,8
probe_fp64_transcendentals,FSETP.GEU.FTZ.AND,2
probe_fp64_transcendentals,FSETP.NEU.FTZ.AND,1
probe_fp64_transcendentals,I2F.F64,1
probe_fp64_transcendentals,IADD3,39
probe_fp64_transcendentals,IADD3.X,9
probe_fp64_transcendentals,IMAD,6
probe_fp64_transcendentals,IMAD.HI.U32,4
probe_fp64_transcendentals,IMAD.IADD,3
probe_fp64_transcendentals,IMAD.MOV.U32,94
probe_fp64_transcendentals,IMAD.SHL.U32,5
probe_fp64_transcendentals,IMAD.WIDE,1
probe_fp64_transcendentals,IMAD.WIDE.U32,5
probe_fp64_transcendentals,IMAD.X,14
probe_fp64_transcendentals,ISETP.GE.AND,3
probe_fp64_transcendentals,ISETP.GE.U32.AND,4
probe_fp64_transcendentals,ISETP.GT.AND,4
probe_fp64_transcendentals,ISETP.GT.AND.EX,1
probe_fp64_transcendentals,ISETP.GT.U32.AND,1
probe_fp64_transcendentals,ISETP.NE.AND,14
probe_fp64_transcendentals,ISETP.NE.AND.EX,1
probe_fp64_transcendentals,ISETP.NE.U32.AND,2
probe_fp64_transcendentals,LDG.E.128.CONSTANT,3
probe_fp64_transcendentals,LDG.E.64.CONSTANT,1
probe_fp64_transcendentals,LDG.E.64.STRONG.SYS,5
probe_fp64_transcendentals,LDG.E.STRONG.SYS,1
probe_fp64_transcendentals,LDL.64,2
probe_fp64_transcendentals,LEA,2
probe_fp64_transcendentals,LEA.HI,3
probe_fp64_transcendentals,LEA.HI.X,1
probe_fp64_transcendentals,LOP3.LUT,16
probe_fp64_transcendentals,MOV,28
probe_fp64_transcendentals,MUFU.RCP64H,1
probe_fp64_transcendentals,MUFU.RSQ64H,4
probe_fp64_transcendentals,MUFU.SIN,1
probe_fp64_transcendentals,NOP,68
probe_fp64_transcendentals,R2P,1
probe_fp64_transcendentals,RET.REL.NODEC,3
probe_fp64_transcendentals,S2R,6
probe_fp64_transcendentals,SEL,8
probe_fp64_transcendentals,SHF.L.U32,1
probe_fp64_transcendentals,SHF.L.U64.HI,4
probe_fp64_transcendentals,SHF.R.S32.HI,1
probe_fp64_transcendentals,SHF.R.U32.HI,6
probe_fp64_transcendentals,SHF.R.U64,3
probe_fp64_transcendentals,STG.E.64.STRONG.SYS,17
probe_fp64_transcendentals,STG.E.STRONG.SYS,1
probe_fp64_transcendentals,STL.64,2
probe_fp64_transcendentals,ULDC.64,7
probe_int8_dp4a,BRA,4
probe_int8_dp4a,CS2R,4
probe_int8_dp4a,EXIT,4
probe_int8_dp4a,IADD3,6
probe_int8_dp4a,IDP.4A.S8.S8,25
probe_int8_dp4a,IMAD,1
probe_int8_dp4a,IMAD.MOV.U32,3
probe_int8_dp4a,IMAD.WIDE,10
probe_int8_dp4a,ISETP.NE.AND,2
probe_int8_dp4a,LDG.E,26
probe_int8_dp4a,LEA,3
probe_int8_dp4a,LEA.HI.X,1
probe_int8_dp4a,MOV,10
probe_int8_dp4a,NOP,51
probe_int8_dp4a,S2R,5
probe_int8_dp4a,SHF.R.S32.HI,1
probe_int8_dp4a,STG.E,6
probe_int8_dp4a,ULDC.64,4
probe_int16_arithmetic,BRA,3
probe_int16_arithmetic,EXIT,3
probe_int16_arithmetic,FFMA.FTZ,19
probe_int16_arithmetic,I2F.S16,19
probe_int16_arithmetic,IADD3,3
probe_int16_arithmetic,IMAD,4
probe_int16_arithmetic,IMAD.IADD,1
probe_int16_arithmetic,IMAD.MOV.U32,3
probe_int16_arithmetic,IMAD.WIDE,26
probe_int16_arithmetic,ISETP.GE.AND,3
probe_int16_arithmetic,LDG.E,1
probe_int16_arithmetic,LDG.E.64,1
probe_int16_arithmetic,LDG.E.S16,2
probe_int16_arithmetic,LDG.E.U16,19
probe_int16_arithmetic,LEA,1
probe_int16_arithmetic,MOV,7
probe_int16_arithmetic,NOP,40
probe_int16_arithmetic,PRMT,6
probe_int16_arithmetic,S2R,6
probe_int16_arithmetic,STG.E,3
probe_int16_arithmetic,ULDC.64,3
probe_int64_arithmetic,BRA,6
probe_int64_arithmetic,EXIT,6
probe_int64_arithmetic,IADD3,10
probe_int64_arithmetic,IADD3.X,2
probe_int64_arithmetic,IMAD,3
probe_int64_arithmetic,IMAD.MOV.U32,18
probe_int64_arithmetic,IMAD.U32,12
probe_int64_arithmetic,IMAD.WIDE,12
probe_int64_arithmetic,IMAD.WIDE.U32,4
probe_int64_arithmetic,IMAD.WIDE.U32.X,1
probe_int64_arithmetic,ISETP.EQ.U32.AND,4
probe_int64_arithmetic,ISETP.GE.AND,2
probe_int64_arithmetic,ISETP.GE.AND.EX,1
probe_int64_arithmetic,ISETP.GE.U32.AND,2
probe_int64_arithmetic,ISETP.GT.AND,4
probe_int64_arithmetic,ISETP.GT.AND.EX,1
probe_int64_arithmetic,ISETP.GT.U32.AND,1
probe_int64_arithmetic,ISETP.GT.U32.AND.EX,1
probe_int64_arithmetic,ISETP.NE.AND,4
probe_int64_arithmetic,ISETP.NE.AND.EX,1
probe_int64_arithmetic,ISETP.NE.OR,1
probe_int64_arithmetic,ISETP.NE.U32.AND,1
probe_int64_arithmetic,LDG.E.64,8
probe_int64_arithmetic,LEA,1
probe_int64_arithmetic,LEA.HI.X,1
probe_int64_arithmetic,LOP3.LUT,1
probe_int64_arithmetic,MOV,7
probe_int64_arithmetic,NOP,75
probe_int64_arithmetic,PLOP3.LUT,3
probe_int64_arithmetic,S2R,10
probe_int64_arithmetic,SEL,1
probe_int64_arithmetic,SHF.L.U32,1
probe_int64_arithmetic,SHF.L.U64.HI,1
probe_int64_arithmetic,SHF.L.W.U32.HI,2
probe_int64_arithmetic,SHF.R.S32.HI,1
probe_int64_arithmetic,STG.E,1
probe_int64_arithmetic,STG.E.64,4
probe_int64_arithmetic,UFLO.U32,4
probe_int64_arithmetic,UIADD3,4
probe_int64_arithmetic,UIMAD.WIDE.U32,4
probe_int64_arithmetic,ULDC.64,6
probe_int64_arithmetic,UMOV,4
probe_int64_arithmetic,UPOPC,4
probe_int64_arithmetic,VOTEU.ANY,4
probe_int128_uint128_emulated,BRA,4
probe_int128_uint128_emulated,EXIT,4
probe_int128_uint128_emulated,IADD3,7
probe_int128_uint128_emulated,IADD3.X,1
probe_int128_uint128_emulated,IMAD,2
probe_int128_uint128_emulated,IMAD.MOV.U32,12
probe_int128_uint128_emulated,IMAD.SHL.U32,6
probe_int128_uint128_emulated,IMAD.WIDE,6
probe_int128_uint128_emulated,IMAD.WIDE.U32,4
probe_int128_uint128_emulated,IMAD.WIDE.U32.X,1
probe_int128_uint128_emulated,IMAD.X,3
probe_int128_uint128_emulated,ISETP.GT.AND.EX,1
probe_int128_uint128_emulated,ISETP.GT.U32.AND,1
probe_int128_uint128_emulated,ISETP.NE.AND,2
probe_int128_uint128_emulated,ISETP.NE.AND.EX,1
probe_int128_uint128_emulated,ISETP.NE.U32.AND,1
probe_int128_uint128_emulated,LDG.E.64,8
probe_int128_uint128_emulated,LEA,3
probe_int128_uint128_emulated,LEA.HI.X,3
probe_int128_uint128_emulated,LOP3.LUT,3
probe_int128_uint128_emulated,MOV,5
probe_int128_uint128_emulated,NOP,43
probe_int128_uint128_emulated,S2R,4
probe_int128_uint128_emulated,SEL,1
probe_int128_uint128_emulated,SHF.L.U32,1
probe_int128_uint128_emulated,SHF.L.U64.HI,2
probe_int128_uint128_emulated,SHF.R.S32.HI,3
probe_int128_uint128_emulated,SHF.R.U32.HI,2
probe_int128_uint128_emulated,SHF.R.U64,1
probe_int128_uint128_emulated,STG.E.64,8
probe_int128_uint128_emulated,ULDC.64,4
probe_int_arith,BRA,6
probe_int_arith,EXIT,6
probe_int_arith,IADD3,7
probe_int_arith,IMAD,17
probe_int_arith,IMAD.IADD,1
probe_int_arith,IMAD.MOV.U32,4
probe_int_arith,IMAD.WIDE,20
probe_int_arith,ISETP.GE.AND,2
probe_int_arith,ISETP.GE.U32.AND,1
probe_int_arith,ISETP.GT.AND,2
probe_int_arith,ISETP.GT.U32.AND,1
probe_int_arith,ISETP.NE.AND,2
probe_int_arith,LDG.E,17
probe_int_arith,LEA,1
probe_int_arith,MOV,11
probe_int_arith,NOP,67
probe_int_arith,S2R,6
probe_int_arith,SEL,2
probe_int_arith,STG.E,5
probe_int_arith,STG.E.64,1
probe_int_arith,ULDC.64,6
probe_l1_l2_dram_boundary,BRA,1
probe_l1_l2_dram_boundary,CS2R,3
probe_l1_l2_dram_boundary,EXIT,1
probe_l1_l2_dram_boundary,IADD3,2
probe_l1_l2_dram_boundary,IMAD.MOV.U32,4
probe_l1_l2_dram_boundary,IMAD.X,1
probe_l1_l2_dram_boundary,ISETP.NE.AND,1
probe_l1_l2_dram_boundary,LDG.E,1
probe_l1_l2_dram_boundary,LEA,1
probe_l1_l2_dram_boundary,LEA.HI.X,1
probe_l1_l2_dram_boundary,MOV,2
probe_l1_l2_dram_boundary,NOP,8
probe_l1_l2_dram_boundary,SHF.R.S32.HI,1
probe_l1_l2_dram_boundary,STG.E.64.STRONG.SYS,3
probe_l1_l2_dram_boundary,ULDC.64,1
probe_memory,ATOMG.E.AND.STRONG.GPU,1
probe_memory,ATOMG.E.CAS.STRONG.GPU,1
probe_memory,ATOMG.E.EXCH.STRONG.GPU,1
probe_memory,ATOMG.E.MAX.S32.STRONG.GPU,1
probe_memory,ATOMG.E.MIN.S32.STRONG.GPU,1
probe_memory,ATOMG.E.OR.STRONG.GPU,1
probe_memory,ATOMG.E.XOR.STRONG.GPU,1
probe_memory,ATOMS.POPC.INC.32,1
probe_memory,BAR.SYNC.DEFER_BLOCKING,6
probe_memory,BRA,7
probe_memory,BSSY,2
probe_memory,BSYNC,2
probe_memory,CCTL.IVALL,1
probe_memory,ERRBAR,1
probe_memory,EXIT,7
probe_memory,FADD.FTZ,13
probe_memory,FLO.U32,1
probe_memory,IADD3,7
probe_memory,IMAD.IADD,1
probe_memory,IMAD.MOV.U32,29
probe_memory,IMAD.U32,1
probe_memory,IMAD.WIDE,15
probe_memory,ISETP.EQ.U32.AND,2
probe_memory,ISETP.GT.AND,1
probe_memory,ISETP.NE.AND,2
probe_memory,LDG.E,8
probe_memory,LDG.E.128,1
probe_memory,LDG.E.64,1
probe_memory,LDG.E.CONSTANT,1
probe_memory,LDS,10
probe_memory,LEA,1
probe_memory,LEA.HI,1
probe_memory,LEA.HI.X,1
probe_memory,LOP3.LUT,4
probe_memory,MEMBAR.SC.CTA,1
probe_memory,MEMBAR.SC.GPU,1
probe_memory,MOV,37
probe_memory,NOP,86
probe_memory,POPC,2
probe_memory,REDUX.MAX.S32,1
probe_memory,REDUX.MIN.S32,1
probe_memory,S2R,10
probe_memory,SHFL.IDX,1
probe_memory,SHF.L.U32,2
probe_memory,SHF.R.S32.HI,2
probe_memory,STG.E,9
probe_memory,STG.E.128,1
probe_memory,STG.E.64,1
probe_memory,STS,38
probe_memory,UFLO.U32,1
probe_memory,ULDC.64,7
probe_memory,VOTEU.ANY,2
probe_memory_scope,BRA,4
probe_memory_scope,BSSY,1
probe_memory_scope,BSYNC,1
probe_memory_scope,CCTL.E.PF2,19
probe_memory_scope,CCTL.IVALL,4
probe_memory_scope,ERRBAR,4
probe_memory_scope,EXIT,4
probe_memory_scope,FADD.FTZ,19
probe_memory_scope,FFMA.FTZ,1
probe_memory_scope,IADD3,4
probe_memory_scope,IMAD,2
probe_memory_scope,IMAD.MOV.U32,4
probe_memory_scope,IMAD.WIDE,43
probe_memory_scope,ISETP.GE.AND,5
probe_memory_scope,ISETP.NE.AND,1
probe_memory_scope,LDG.E,20
probe_memory_scope,LDG.E.STRONG.SYS,1
probe_memory_scope,LEA,2
probe_memory_scope,MEMBAR.SC.CTA,1
probe_memory_scope,MEMBAR.SC.GPU,1
probe_memory_scope,MEMBAR.SC.SYS,3
probe_memory_scope,MOV,13
probe_memory_scope,NOP,44
probe_memory_scope,S2R,6
probe_memory_scope,STG.E,2
probe_memory_scope,STG.E.STRONG.SYS,3
probe_memory_scope,ULDC.64,4
probe_mixed_precision,BRA,4
probe_mixed_precision,EXIT,4
probe_mixed_precision,F2FP.F16.E4M3.UNPACK_B,19
probe_mixed_precision,F2FP.F16.F32.PACK_AB,10
probe_mixed_precision,F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C,19
probe_mixed_precision,F2I.FTZ.TRUNC.NTZ,19
probe_mixed_precision,FADD.FTZ,76
probe_mixed_precision,FFMA.FTZ,114
probe_mixed_precision,FMNMX.FTZ,38
probe_mixed_precision,FMUL.FTZ,38
probe_mixed_precision,HADD2.F32,57
probe_mixed_precision,I2F.S16,19
probe_mixed_precision,IADD3,86
probe_mixed_precision,IMAD,5
probe_mixed_precision,IMAD.MOV.U32,3
probe_mixed_precision,IMAD.WIDE,39
probe_mixed_precision,ISETP.GE.AND,4
probe_mixed_precision,LDG.E.S8,19
probe_mixed_precision,LDG.E.U16,38
probe_mixed_precision,LDG.E.U8,19
probe_mixed_precision,LEA,3
probe_mixed_precision,LEA.HI.X.SX32,38
probe_mixed_precision,MOV,10
probe_mixed_precision,NOP,52
probe_mixed_precision,PRMT,9
probe_mixed_precision,S2R,8
probe_mixed_precision,STG.E,1
probe_mixed_precision,STG.E.U16,19
probe_mixed_precision,STG.E.U8,38
probe_mixed_precision,ULDC.64,4
probe_mufu,BRA,38
probe_mufu,BSSY,49
probe_mufu,BSYNC,49
probe_mufu,CALL.REL.NOINC,32
probe_mufu,EXIT,5
probe_mufu,FADD.FTZ,47
probe_mufu,FFMA,64
probe_mufu,FFMA.FTZ,80
probe_mufu,FMUL.FTZ,80
probe_mufu,FMUL.RZ,15
probe_mufu,FSETP.GEU.FTZ.AND,1
probe_mufu,FSETP.GTU.FTZ.AND,1
probe_mufu,FSETP.NEU.FTZ.AND,2
probe_mufu,IADD3,65
probe_mufu,IMAD.IADD,1
probe_mufu,IMAD.MOV,1
probe_mufu,IMAD.MOV.U32,28
probe_mufu,IMAD.WIDE,9
probe_mufu,ISETP.EQ.U32.AND,2
probe_mufu,ISETP.GE.U32.AND,16
probe_mufu,ISETP.GT.U32.AND,32
probe_mufu,ISETP.NE.U32.AND,2
probe_mufu,LDG.E,5
probe_mufu,LEA,1
probe_mufu,LEA.HI.SX32,16
probe_mufu,LEA.HI.X,1
probe_mufu,LOP3.LUT,53
probe_mufu,MOV,77
probe_mufu,MUFU.COS,8
probe_mufu,MUFU.EX2,8
probe_mufu,MUFU.LG2,8
probe_mufu,MUFU.RCP,17
probe_mufu,MUFU.RSQ,32
probe_mufu,MUFU.SIN,8
probe_mufu,NOP,58
probe_mufu,RET.REL.NODEC,2
probe_mufu,S2R,5
probe_mufu,SEL,3
probe_mufu,SHF.R.S32.HI,1
probe_mufu,STG.E,5
probe_mufu,ULDC.64,5
probe_mx_microscaling,BRA,6
probe_mx_microscaling,BSSY,2
probe_mx_microscaling,BSYNC,2
probe_mx_microscaling,EXIT,4
probe_mx_microscaling,F2I.TRUNC.NTZ,1
probe_mx_microscaling,FADD.FTZ,1
probe_mx_microscaling,FADD.FTZ.RZ,1
probe_mx_microscaling,FFMA.FTZ,1
probe_mx_microscaling,FMNMX.FTZ,7
probe_mx_microscaling,FMUL.FTZ,6
probe_mx_microscaling,FMUL.FTZ.D8,1
probe_mx_microscaling,FSEL,2
probe_mx_microscaling,FSETP.GEU.FTZ.AND,1
probe_mx_microscaling,FSETP.GT.FTZ.AND,1
probe_mx_microscaling,FSETP.NEU.FTZ.AND,1
probe_mx_microscaling,I2FP.F32.S32,1
probe_mx_microscaling,I2F.S16,1
probe_mx_microscaling,I2F.U16,2
probe_mx_microscaling,IADD3,8
probe_mx_microscaling,IADD3.X,1
probe_mx_microscaling,IMAD,5
probe_mx_microscaling,IMAD.IADD,1
probe_mx_microscaling,IMAD.MOV.U32,11
probe_mx_microscaling,IMAD.SHL.U32,4
probe_mx_microscaling,IMAD.WIDE,4
probe_mx_microscaling,IMAD.X,1
probe_mx_microscaling,IMNMX,2
probe_mx_microscaling,ISETP.EQ.OR,1
probe_mx_microscaling,ISETP.GE.AND,5
probe_mx_microscaling,ISETP.NE.AND,2
probe_mx_microscaling,ISETP.NE.U32.AND,1
probe_mx_microscaling,LDC,1
probe_mx_microscaling,LDG.E,2
probe_mx_microscaling,LDG.E.S8,2
probe_mx_microscaling,LDG.E.U8,3
probe_mx_microscaling,LEA,1
probe_mx_microscaling,LEA.HI,3
probe_mx_microscaling,LEA.HI.X,1
probe_mx_microscaling,LEA.HI.X.SX32,4
probe_mx_microscaling,LOP3.LUT,13
probe_mx_microscaling,MUFU.EX2,1
probe_mx_microscaling,MUFU.RCP,1
probe_mx_microscaling,NOP,49
probe_mx_microscaling,PRMT,2
probe_mx_microscaling,S2R,8
probe_mx_microscaling,SEL,1
probe_mx_microscaling,SHFL.BFLY,5
probe_mx_microscaling,SHF.R.S32.HI,6
probe_mx_microscaling,SHF.R.U32.HI,5
probe_mx_microscaling,STG.E,3
probe_mx_microscaling,STG.E.U8,1
probe_mx_microscaling,ULDC.64,4
probe_nanosleep_scheduling,BRA,6
probe_nanosleep_scheduling,CS2R,12
probe_nanosleep_scheduling,EXIT,6
probe_nanosleep_scheduling,FADD.FTZ,6
probe_nanosleep_scheduling,I2FP.F32.U32,1
probe_nanosleep_scheduling,IADD3,11
probe_nanosleep_scheduling,IADD3.X,2
probe_nanosleep_scheduling,IMAD.IADD,5
probe_nanosleep_scheduling,IMAD.MOV.U32,23
probe_nanosleep_scheduling,IMAD.U32,1
probe_nanosleep_scheduling,IMAD.X,4
probe_nanosleep_scheduling,ISETP.NE.AND,9
probe_nanosleep_scheduling,LDG.E.STRONG.SYS,3
probe_nanosleep_scheduling,LOP3.LUT,3
probe_nanosleep_scheduling,MOV,22
probe_nanosleep_scheduling,NANOSLEEP,1088
probe_nanosleep_scheduling,NOP,68
probe_nanosleep_scheduling,REDUX.SUM.S32,1
probe_nanosleep_scheduling,S2R,6
probe_nanosleep_scheduling,SHFL.BFLY,10
probe_nanosleep_scheduling,STG.E.64.STRONG.SYS,12
probe_nanosleep_scheduling,STG.E.STRONG.SYS,6
probe_nanosleep_scheduling,ULDC.64,6
probe_nf4_normalfloat,BRA,4
probe_nf4_normalfloat,BSSY,1
probe_nf4_normalfloat,BSYNC,1
probe_nf4_normalfloat,EXIT,4
probe_nf4_normalfloat,F2I.TRUNC.NTZ,1
probe_nf4_normalfloat,FADD.FTZ,5
probe_nf4_normalfloat,FADD.FTZ.RZ,1
probe_nf4_normalfloat,FFMA.FTZ,1
probe_nf4_normalfloat,FMNMX.FTZ,8
probe_nf4_normalfloat,FMUL.FTZ,1
probe_nf4_normalfloat,FSETP.GEU.FTZ.AND,5
probe_nf4_normalfloat,FSETP.GT.FTZ.AND,60
probe_nf4_normalfloat,I2FP.F32.S32,1
probe_nf4_normalfloat,IADD3,2
probe_nf4_normalfloat,IMAD,3
probe_nf4_normalfloat,IMAD.IADD,1
probe_nf4_normalfloat,IMAD.MOV.U32,11
probe_nf4_normalfloat,IMAD.SHL.U32,6
probe_nf4_normalfloat,IMAD.WIDE,7
probe_nf4_normalfloat,IMNMX,2
probe_nf4_normalfloat,ISETP.EQ.AND,16
probe_nf4_normalfloat,ISETP.GE.AND,4
probe_nf4_normalfloat,LDC,4
probe_nf4_normalfloat,LDG.E,4
probe_nf4_normalfloat,LDG.E.U8,1
probe_nf4_normalfloat,LEA,1
probe_nf4_normalfloat,LEA.HI.X,1
probe_nf4_normalfloat,LEA.HI.X.SX32,2
probe_nf4_normalfloat,LOP3.LUT,3
probe_nf4_normalfloat,MOV,1
probe_nf4_normalfloat,NOP,43
probe_nf4_normalfloat,PRMT,2
probe_nf4_normalfloat,S2R,7
probe_nf4_normalfloat,SEL,60
probe_nf4_normalfloat,SHF.L.U32,1
probe_nf4_normalfloat,SHF.R.S32.HI,1
probe_nf4_normalfloat,SHF.R.U32.HI,1
probe_nf4_normalfloat,STG.E,6
probe_nf4_normalfloat,STG.E.U8,1
probe_nf4_normalfloat,ULDC.64,4
probe_nibble_packing,BAR.SYNC.DEFER_BLOCKING,1
probe_nibble_packing,BRA,5
probe_nibble_packing,BSSY,1
probe_nibble_packing,BSYNC,1
probe_nibble_packing,EXIT,5
probe_nibble_packing,FFMA.FTZ,38
probe_nibble_packing,I2FP.F32.S32,38
probe_nibble_packing,IADD3,23
probe_nibble_packing,IMAD,1
probe_nibble_packing,IMAD.IADD,16
probe_nibble_packing,IMAD.MOV.U32,9
probe_nibble_packing,IMAD.SHL.U32,5
probe_nibble_packing,IMAD.WIDE,9
probe_nibble_packing,IMNMX,4
probe_nibble_packing,ISETP.EQ.AND,16
probe_nibble_packing,ISETP.GE.AND,21
probe_nibble_packing,ISETP.GT.U32.AND,21
probe_nibble_packing,LDG.E,4
probe_nibble_packing,LDG.E.S8,20
probe_nibble_packing,LDG.E.U8,1
probe_nibble_packing,LDS,2
probe_nibble_packing,LEA.HI,1
probe_nibble_packing,LEA.HI.X.SX32,22
probe_nibble_packing,LOP3.LUT,42
probe_nibble_packing,MOV,2
probe_nibble_packing,NOP,67
probe_nibble_packing,PRMT,3
probe_nibble_packing,S2R,6
probe_nibble_packing,SHF.R.S32.HI,1
probe_nibble_packing,SHF.R.U32.HI,21
probe_nibble_packing,STG.E,9
probe_nibble_packing,STG.E.U8,1
probe_nibble_packing,STS,1
probe_nibble_packing,ULDC.64,5
probe_nonexistent_formats_emulation,BRA,5
probe_nonexistent_formats_emulation,DADD,36
probe_nonexistent_formats_emulation,EXIT,5
probe_nonexistent_formats_emulation,F2FP.F16.E5M2.UNPACK_B,1
probe_nonexistent_formats_emulation,F2FP.SATFINITE.E5M2.F32.PACK_AB_MERGE_C,1
probe_nonexistent_formats_emulation,FMUL.FTZ,2
probe_nonexistent_formats_emulation,FSEL,2
probe_nonexistent_formats_emulation,HADD2.F32,1
probe_nonexistent_formats_emulation,IADD3,10
probe_nonexistent_formats_emulation,IADD3.X,2
probe_nonexistent_formats_emulation,IMAD,1
probe_nonexistent_formats_emulation,IMAD.MOV.U32,18
probe_nonexistent_formats_emulation,IMAD.SHL.U32,4
probe_nonexistent_formats_emulation,IMAD.WIDE,9
probe_nonexistent_formats_emulation,IMAD.X,5
probe_nonexistent_formats_emulation,ISETP.GE.AND,2
probe_nonexistent_formats_emulation,ISETP.GE.U32.AND,2
probe_nonexistent_formats_emulation,ISETP.GE.U32.AND.EX,2
probe_nonexistent_formats_emulation,ISETP.LT.U32.AND,2
probe_nonexistent_formats_emulation,ISETP.LT.U32.OR.EX,2
probe_nonexistent_formats_emulation,ISETP.NE.AND,2
probe_nonexistent_formats_emulation,ISETP.NE.AND.EX,2
probe_nonexistent_formats_emulation,ISETP.NE.U32.AND,3
probe_nonexistent_formats_emulation,LDC,2
probe_nonexistent_formats_emulation,LDG.E,1
probe_nonexistent_formats_emulation,LDG.E.64,14
probe_nonexistent_formats_emulation,LDG.E.S8,1
probe_nonexistent_formats_emulation,LEA,1
probe_nonexistent_formats_emulation,LEA.HI.X,1
probe_nonexistent_formats_emulation,LEA.HI.X.SX32,1
probe_nonexistent_formats_emulation,LOP3.LUT,7
probe_nonexistent_formats_emulation,MOV,3
probe_nonexistent_formats_emulation,NOP,61
probe_nonexistent_formats_emulation,S2R,6
probe_nonexistent_formats_emulation,SEL,3
probe_nonexistent_formats_emulation,SHF.L.U32,1
probe_nonexistent_formats_emulation,SHF.L.U64.HI,1
probe_nonexistent_formats_emulation,SHF.R.S32.HI,2
probe_nonexistent_formats_emulation,SHF.R.U32.HI,1
probe_nonexistent_formats_emulation,STG.E,3
probe_nonexistent_formats_emulation,STG.E.64,10
probe_nonexistent_formats_emulation,ULDC.64,5
probe_optix_rt_core,BRA,1
probe_optix_rt_core,EXIT,1
probe_optix_rt_core,F2I.FTZ.TRUNC.NTZ,3
probe_optix_rt_core,FADD.FTZ,10
probe_optix_rt_core,FFMA.FTZ,10
probe_optix_rt_core,I2FP.F32.S32,3
probe_optix_rt_core,IADD3,3
probe_optix_rt_core,IMAD,7
probe_optix_rt_core,IMAD.WIDE,8
probe_optix_rt_core,IMNMX,6
probe_optix_rt_core,ISETP.GE.AND,1
probe_optix_rt_core,LDG.E,15
probe_optix_rt_core,LEA,1
probe_optix_rt_core,MOV,3
probe_optix_rt_core,NOP,13
probe_optix_rt_core,S2R,2
probe_optix_rt_core,STG.E,1
probe_optix_rt_core,UIADD3,3
probe_optix_rt_core,ULDC,1
probe_optix_rt_core,ULDC.64,2
probe_optix_rt_core,UMOV,1
probe_posit_unum,BRA,5
probe_posit_unum,BSSY,16
probe_posit_unum,BSYNC,16
probe_posit_unum,CS2R,1
probe_posit_unum,EXIT,3
probe_posit_unum,F2I.FTZ.FLOOR.NTZ,2
probe_posit_unum,F2I.FTZ.TRUNC.NTZ,1
probe_posit_unum,F2I.TRUNC.NTZ,2
probe_posit_unum,FADD.FTZ,6
probe_posit_unum,FADD.FTZ.RZ,2
probe_posit_unum,FFMA.FTZ,4
probe_posit_unum,FMUL.FTZ,8
probe_posit_unum,FSETP.GEU.FTZ.AND,4
probe_posit_unum,FSETP.NEU.FTZ.AND,2
probe_posit_unum,I2FP.F32.S32,12
probe_posit_unum,I2F.U16,4
probe_posit_unum,IADD3,23
probe_posit_unum,IADD3.X,4
probe_posit_unum,IMAD,2
probe_posit_unum,IMAD.MOV,6
probe_posit_unum,IMAD.MOV.U32,65
