lane,backend,format,bit_width,support_tier,boundary_kind,probe_or_model,workload_id,artifact,status
neural,pytorch_proxy_mps,mxfp4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_2048,../apple_re/results/typed_neural_frontier_proxy_only_20260401/neural_backend_matrix.csv,measured
neural,pytorch_proxy_mps,mxint8,8,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_1024,../apple_re/results/typed_neural_frontier_proxy_only_20260401/neural_backend_matrix.csv,measured
neural,pytorch_proxy_mps,mxint8,8,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_2048,../apple_re/results/typed_neural_frontier_proxy_only_20260401/neural_backend_matrix.csv,measured
neural,pytorch_proxy_mps,nf4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_1024,../apple_re/results/typed_neural_frontier_proxy_only_20260401/neural_backend_matrix.csv,planned
neural,pytorch_proxy_mps,nf4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_2048,../apple_re/results/typed_neural_frontier_proxy_only_20260401/neural_backend_matrix.csv,planned
neural,pytorch_proxy_mps,fp4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_1024,../apple_re/results/typed_neural_frontier_proxy_only_20260401/neural_backend_matrix.csv,planned
neural,pytorch_proxy_mps,fp4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_2048,../apple_re/results/typed_neural_frontier_proxy_only_20260401/neural_backend_matrix.csv,planned
metal,agx_counters,int4,4,host_proxy,bound_regime,occupancy_heavy,metal_gpu_counters_20s,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,measured
metal,agx_counters,uint4,4,host_proxy,bound_regime,occupancy_heavy,metal_gpu_counters_20s,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,measured
metal,agx_counters,fp4,4,host_proxy,bound_regime,occupancy_heavy,metal_gpu_counters_20s,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,measured
metal,agx_counters,int16,16,compiler_lowered,bound_regime,occupancy_heavy,metal_gpu_counters_20s,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,measured
metal,agx_counters,uint16,16,compiler_lowered,bound_regime,occupancy_heavy,metal_gpu_counters_20s,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,measured
metal,agx_counters,int32,32,native,bound_regime,occupancy_heavy,metal_gpu_counters_20s,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,measured
metal,agx_counters,uint32,32,native,bound_regime,occupancy_heavy,metal_gpu_counters_20s,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,measured
metal,agx_counters,int64,64,native,bound_regime,occupancy_heavy,metal_gpu_counters_20s,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,measured
metal,agx_counters,uint64,64,native,bound_regime,occupancy_heavy,metal_gpu_counters_20s,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,measured
cpu,aarch64_nibble_proxy,uint4,4,host_proxy,typed_lowering_reference,nibble_unpack_u4,dep_chain_32,../apple_re/probes/apple_cpu_latency.c,measured
cpu,aarch64_nibble_proxy,int4,4,host_proxy,typed_lowering_reference,nibble_unpack_i4,dep_chain_32,../apple_re/probes/apple_cpu_latency.c,measured
cpu,aarch64_scalar,long_double,64,native,platform_alias,fadd_dep_ld_aarch64,dep_chain_32,../apple_re/probes/apple_cpu_latency.c,measured
neural,pytorch_proxy_cpu,int4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_1024,../results/typed_neural_frontier_int4_fp4_20260402/neural_backend_matrix.csv,measured
neural,pytorch_proxy_cpu,int4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_2048,../results/typed_neural_frontier_int4_fp4_20260402/neural_backend_matrix.csv,measured
neural,pytorch_proxy_mps,int4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_1024,../results/typed_neural_frontier_int4_fp4_20260402/neural_backend_matrix.csv,measured
neural,pytorch_proxy_mps,int4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_2048,../results/typed_neural_frontier_int4_fp4_20260402/neural_backend_matrix.csv,measured
neural,pytorch_proxy_cpu,uint4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_1024,../results/typed_neural_frontier_int4_fp4_20260402/neural_backend_matrix.csv,measured
neural,pytorch_proxy_cpu,uint4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_2048,../results/typed_neural_frontier_int4_fp4_20260402/neural_backend_matrix.csv,measured
neural,pytorch_proxy_mps,uint4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_1024,../results/typed_neural_frontier_int4_fp4_20260402/neural_backend_matrix.csv,measured
neural,pytorch_proxy_mps,uint4,4,framework_proxy,typed_model_boundary,neural_typed_matrix,gemm_2048,../results/typed_neural_frontier_int4_fp4_20260402/neural_backend_matrix.csv,measured
cpu,aarch64_neon_dd,double_double,128,host_proxy,wide_precision_fastpath,dd_twosum_dep,dep_chain_8,../apple_re/probes/apple_cpu_latency.c,measured
cpu,aarch64_neon_dd,double_double,128,host_proxy,wide_precision_fastpath,dd_twosum_fma_dep,dep_chain_8_fma,../apple_re/probes/apple_cpu_latency.c,measured
cpu,aarch64_neon_dd,float64x2,128,native,wide_precision_fastpath,f64x2_vadd_dep,dep_chain_32,../apple_re/probes/apple_cpu_latency.c,measured
cpu,aarch64_neon_dd,float32x4,128,native,wide_precision_fastpath,f32x4_vfma_dep,dep_chain_32,../apple_re/probes/apple_cpu_latency.c,measured
cpu,aarch64_neon_dd,float64x2_dd,128,host_proxy,wide_precision_fastpath,f64x2_dd_twosum_dep,dep_chain_8,../apple_re/probes/apple_cpu_latency.c,measured
cpu,aarch64_neon_dd,float64x2_dd_tput,direct_measured,throughput,measured,no,../apple_re/probes/apple_cpu_latency.c,4 independent float64x2_t accumulators; 0.140ns/106-bit value; 7.1× scalar f64 throughput
cpu,aarch64_neon_dd,veltkamp_split,direct_measured,latency,measured,no,../apple_re/probes/apple_cpu_latency.c,Veltkamp C=2^27+1 dep chain; 4.102ns/step; fmul(4cy)+3×fadd(3cy)=13cy; first half of DD multiply
metal,agx_dd,float32_dd,direct_measured,latency,measured,no,../apple_re/shaders/probe_dd_lat.metal,FP32 float2(hi/lo) dep chain; 4.99 ns/step; 8 steps per GPU iter × 100k iters
metal,agx_dd,float32_dd,direct_measured,throughput,measured,no,../apple_re/shaders/probe_dd_tput.metal,4 independent FP32 DD pairs; 1.08 ns/step; 4.64× dep-chain speedup; AGX can schedule independent chains
