mnemonic,operands,width_bits,element_type,latency_cycles,throughput_cycles,category,extension,source_file,mode_64bit,encoding
VFNMSUBPD,"ymm,ymm,ymm",256,fp64,0.0001,0.2559,fma_neg,FMA,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VFNMSUBPS,"ymm,ymm,ymm",256,fp32,0.0000,0.2643,fma_neg,FMA,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VFMSUBSD,"xmm,xmm,xmm",128,fp64,1.9630,0.3731,fma_scalar,FMA,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VFMSUBSS,"xmm,xmm,xmm",128,fp32,2.0267,0.3745,fma_scalar,FMA,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VFMSUBPD,"ymm,ymm,ymm",256,fp64,0.0001,0.2564,fma_sub,FMA,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VFMSUBPS,"ymm,ymm,ymm",256,fp32,0.0000,0.2564,fma_sub,FMA,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
ADD,"[m64],imm",0,NA,0.4953,-1.0000,alu_rmw,MMX,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,legacy
ADD,"r64,imm",0,int32,0.4853,0.1366,arith,MMX,zen4_scalar_exhaustive_2026-04-04.csv,valid,legacy
IMUL,"r64,r64,imm",0,int32,1.4626,0.4858,arith,MMX,zen4_scalar_exhaustive_2026-04-04.csv,valid,legacy
SUB,"r64,imm",0,int32,0.4853,0.1368,arith,MMX,zen4_scalar_exhaustive_2026-04-04.csv,valid,legacy
PADDB,"ymm,ymm",256,int8,0.0163,0.1235,arith_add,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDD,"ymm,ymm",256,int32,0.0160,0.1225,arith_add,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDQ,"ymm,ymm",256,int64,0.0160,0.1224,arith_add,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDW,"ymm,ymm",256,int16,0.0160,0.1227,arith_add,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PHADDD,"ymm,ymm",256,int32,0.9665,0.9702,arith_horiz,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PHADDW,"ymm,ymm",256,int32,0.9667,0.9665,arith_horiz,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PHSUBD,"ymm,ymm",256,int32,0.9671,0.9668,arith_horiz,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PHSUBW,"ymm,ymm",256,int32,0.9669,0.9667,arith_horiz,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMAXSB,"ymm,ymm",256,int8,0.0002,0.1211,arith_minmax,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMAXSD,"ymm,ymm",256,fp64,0.0002,0.1209,arith_minmax,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMAXSW,"ymm,ymm",256,int16,0.0002,0.1210,arith_minmax,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMAXUB,"ymm,ymm",256,int8,0.0002,0.1209,arith_minmax,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMAXUD,"ymm,ymm",256,int32,0.0002,0.1210,arith_minmax,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMAXUW,"ymm,ymm",256,int16,0.0004,0.1211,arith_minmax,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMINSB,"ymm,ymm",256,int8,0.0002,0.1210,arith_minmax,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMINSD,"ymm,ymm",256,fp64,0.0002,0.1210,arith_minmax,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMINSW,"ymm,ymm",256,int16,0.0004,0.1210,arith_minmax,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMINUB,"ymm,ymm",256,int8,0.0002,0.1209,arith_minmax,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMINUD,"ymm,ymm",256,int32,0.0004,0.1210,arith_minmax,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMINUW,"ymm,ymm",256,int16,0.0002,0.1211,arith_minmax,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PABSB,"ymm,ymm",256,int8,0.0002,0.2418,arith_misc,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PABSD,"ymm,ymm",256,fp64,0.0002,0.2418,arith_misc,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PABSW,"ymm,ymm",256,int16,0.0002,0.2417,arith_misc,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PAVGB,"ymm,ymm",256,int8,0.9663,0.1211,arith_misc,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PAVGW,"ymm,ymm",256,int16,0.9717,0.1210,arith_misc,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSADBW,"ymm,ymm",256,int16,1.4498,0.2421,arith_misc,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMADDUBSW,"ymm,ymm",256,int16,1.4496,0.2417,arith_mul,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMADDWD,"ymm,ymm",256,int32,1.4504,0.2418,arith_mul,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMULDQ,"ymm,ymm",256,int64,0.5088,0.5925,arith_mul,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMULHUW,"ymm,ymm",256,int16,0.0156,0.2419,arith_mul,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMULHW,"ymm,ymm",256,int16,1.5392,0.2417,arith_mul,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMULLD,"ymm,ymm",256,int32,0.0460,0.2443,arith_mul,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMULLW,"ymm,ymm",256,int16,0.0462,0.2445,arith_mul,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMULUDQ,"ymm,ymm",256,int64,0.0923,0.3661,arith_mul,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDSB,"ymm,ymm",256,int8,0.0310,0.3042,arith_sat,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDSW,"ymm,ymm",256,int16,0.0310,0.2441,arith_sat,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDUSB,"ymm,ymm",256,int8,0.0310,0.2442,arith_sat,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDUSW,"ymm,ymm",256,int16,0.0308,0.2443,arith_sat,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBSB,"ymm,ymm",256,int8,0.4883,0.2442,arith_sat,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBSW,"ymm,ymm",256,int16,0.0312,0.2441,arith_sat,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBUSB,"ymm,ymm",256,int8,0.0002,0.2442,arith_sat,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBUSW,"ymm,ymm",256,int16,0.0310,0.2443,arith_sat,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBB,"ymm,ymm",256,int8,0.0158,0.1222,arith_sub,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBD,"ymm,ymm",256,int32,0.0160,0.1223,arith_sub,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBQ,"ymm,ymm",256,int64,0.0160,0.1222,arith_sub,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBW,"ymm,ymm",256,int16,0.0158,0.1222,arith_sub,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPEQB,"ymm,ymm",256,int8,0.0002,0.1224,compare,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPEQD,"ymm,ymm",256,int32,0.0002,0.1225,compare,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPEQQ,"ymm,ymm",256,int64,0.0004,0.2446,compare,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPEQW,"ymm,ymm",256,int16,0.0004,0.1225,compare,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPGTB,"ymm,ymm",256,int8,0.0002,0.1223,compare,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPGTD,"ymm,ymm",256,int32,0.0004,0.1228,compare,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPGTQ,"ymm,ymm",256,int64,0.0002,0.2445,compare,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPGTW,"ymm,ymm",256,int16,0.0004,0.1223,compare,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
AND,"r64,imm",0,int32,0.4856,0.1366,logic,MMX,zen4_scalar_exhaustive_2026-04-04.csv,valid,legacy
OR,"r64,imm",0,int32,0.4855,0.1366,logic,MMX,zen4_scalar_exhaustive_2026-04-04.csv,valid,legacy
PAND,"ymm,ymm",256,int32,0.0004,0.1210,logic,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PANDN,"ymm,ymm",256,int32,0.0002,0.1211,logic,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
POR,"ymm,ymm",256,int32,0.0002,0.1211,logic,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PXOR,"ymm,ymm",256,int32,0.0002,0.1210,logic,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
XOR,"r64,imm",0,int32,0.5124,0.1361,logic,MMX,zen4_scalar_exhaustive_2026-04-04.csv,valid,legacy
PADDB,"mm,mm",64,int8,0.0151,0.7777,mmx_arith,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PADDD,"mm,mm",64,int32,0.0151,0.8074,mmx_arith,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PADDSB,"mm,mm",64,int8,0.9624,0.7813,mmx_arith,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PADDSW,"mm,mm",64,int16,1.0707,0.7853,mmx_arith,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PADDUSB,"mm,mm",64,int8,0.9623,0.7954,mmx_arith,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PADDUSW,"mm,mm",64,int16,0.9912,0.7915,mmx_arith,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PADDW,"mm,mm",64,int16,0.0151,0.8129,mmx_arith,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSUBB,"mm,mm",64,int8,0.0151,0.8349,mmx_arith,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSUBD,"mm,mm",64,int32,0.0151,0.7821,mmx_arith,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSUBW,"mm,mm",64,int16,0.0151,0.7843,mmx_arith,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PCMPEQB,"mm,mm",64,int8,0.4831,0.7851,mmx_cmp,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PCMPEQD,"mm,mm",64,int32,0.0000,0.7850,mmx_cmp,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PCMPEQW,"mm,mm",64,int16,0.5087,0.7850,mmx_cmp,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PCMPGTB,"mm,mm",64,int8,0.0001,0.7851,mmx_cmp,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PCMPGTD,"mm,mm",64,int32,0.0001,0.7853,mmx_cmp,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PCMPGTW,"mm,mm",64,int16,0.0000,0.8363,mmx_cmp,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PAND,"mm,mm",64,int32,0.0152,0.7247,mmx_logic,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PANDN,"mm,mm",64,int32,0.1057,0.7377,mmx_logic,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
POR,"mm,mm",64,int32,0.0152,0.7545,mmx_logic,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PXOR,"mm,mm",64,int32,0.0152,0.7319,mmx_logic,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
EMMS,,0,int32,-1.0000,0.1210,mmx_misc,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
MOVD,"mm,r32/r32,mm",64,int32,1.6827,0.5779,mmx_move,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
MOVD,"r32,mm",64,int32,-1.0000,0.4808,mmx_move,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
MOVQ,"mm,mm",64,int32,0.2538,0.6410,mmx_move,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PMADDWD,"mm,mm",64,int32,1.4423,0.6770,mmx_mul,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PMULHW,"mm,mm",64,int16,1.4493,0.6724,mmx_mul,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PMULLW,"mm,mm",64,int16,0.0152,0.7851,mmx_mul,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PACKSSDW,"mm,mm",64,int16,1.5513,0.8291,mmx_pack,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PACKSSWB,"mm,mm",64,int8,1.5326,0.8398,mmx_pack,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PACKUSWB,"mm,mm",64,int8,1.6027,0.8210,mmx_pack,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSLLD,"mm,$7",64,int32,0.0153,0.9616,mmx_shift,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSLLQ,"mm,$11",64,int64,0.0152,0.7803,mmx_shift,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSLLW,"mm,$3",64,int16,0.0153,0.9344,mmx_shift,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSRAD,"mm,$7",64,int32,0.0152,0.9297,mmx_shift,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSRAW,"mm,$3",64,int16,0.0152,0.6645,mmx_shift,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSRLD,"mm,$7",64,int32,0.0152,0.7850,mmx_shift,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSRLQ,"mm,$11",64,int64,0.0152,0.8489,mmx_shift,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSRLW,"mm,$3",64,int16,0.0152,0.7850,mmx_shift,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKHBW,"mm,mm",64,int16,0.0000,0.8454,mmx_shuf,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKHDQ,"mm,mm",64,int64,0.0000,0.7379,mmx_shuf,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKHWD,"mm,mm",64,int32,0.0000,0.8595,mmx_shuf,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKLBW,"mm,mm",64,int16,0.0680,0.7851,mmx_shuf,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKLDQ,"mm,mm",64,int64,0.0152,1.1602,mmx_shuf,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKLWD,"mm,mm",64,int32,0.0429,0.7854,mmx_shuf,MMX,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
MOV,"r64,imm",0,NA,0.2722,0.1360,move,MMX,zen4_scalar_exhaustive_2026-04-04.csv,valid,legacy
PACKSSDW,"ymm,ymm",256,int16,0.9756,0.2441,pack,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PACKSSWB,"ymm,ymm",256,int8,0.9758,0.2441,pack,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PACKUSDW,"ymm,ymm",256,int16,0.9758,0.2441,pack,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PACKUSWB,"ymm,ymm",256,int8,0.9758,0.2441,pack,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSLLD,"ymm,imm",256,int32,0.0158,0.1211,shift_imm,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSLLQ,"ymm,imm",256,int64,0.0158,0.1211,shift_imm,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSLLW,"ymm,imm",256,int16,0.0158,0.1212,shift_imm,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRAD,"ymm,imm",256,int32,0.0158,0.2420,shift_imm,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRAW,"ymm,imm",256,int16,0.0160,0.2425,shift_imm,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRLD,"ymm,imm",256,int32,0.0158,0.2418,shift_imm,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRLQ,"ymm,imm",256,int64,0.0160,0.2433,shift_imm,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRLW,"ymm,imm",256,int16,0.0158,0.2418,shift_imm,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PALIGNR,"ymm,ymm,imm",256,int32,0.0004,0.2447,shuffle,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSHUFB,"ymm,ymm",256,int8,0.0310,0.2442,shuffle,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSHUFD,"ymm,ymm,imm",256,int32,0.0002,0.2075,shuffle,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSHUFHW,"ymm,ymm,imm",256,int16,0.0004,0.2083,shuffle,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSHUFLW,"ymm,ymm,imm",256,int16,0.0002,0.1957,shuffle,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
MOV,"[m64],imm",0,NA,-1.0000,0.4921,store,MMX,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKHBW,"ymm,ymm",256,int16,0.0160,0.2075,unpack,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKHDQ,"ymm,ymm",256,int64,0.0002,0.1954,unpack,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKHQDQ,"ymm,ymm",256,int64,0.0002,0.2076,unpack,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKHWD,"ymm,ymm",256,int32,0.0002,0.2075,unpack,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKLBW,"ymm,ymm",256,int16,0.1985,0.2077,unpack,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKLDQ,"ymm,ymm",256,int64,0.0160,0.2074,unpack,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKLQDQ,"ymm,ymm",256,int64,0.0160,0.1954,unpack,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKLWD,"ymm,ymm",256,int32,0.1373,0.1954,unpack,MMX,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PREFETCHNTA,[m],0,NA,-1.0000,0.3895,prefetch,SSE,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
PREFETCHT0,[m],0,NA,-1.0000,0.3831,prefetch,SSE,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
PREFETCHT1,[m],0,NA,-1.0000,0.3895,prefetch,SSE,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
PREFETCHT2,[m],0,NA,-1.0000,0.3830,prefetch,SSE,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
PREFETCHNTA,[m8],0,NA,-1.0000,0.1598,sse_prefetch,SSE,zen4_prefetchw_2026-04-04.csv,valid,gpr
PREFETCHT0,[m8],0,NA,-1.0000,0.3601,sse_prefetch,SSE,zen4_prefetchw_2026-04-04.csv,valid,gpr
PREFETCHT1,[m8],0,NA,-1.0000,0.3604,sse_prefetch,SSE,zen4_prefetchw_2026-04-04.csv,valid,gpr
PREFETCHT2,[m8],0,NA,-1.0000,0.2780,sse_prefetch,SSE,zen4_prefetchw_2026-04-04.csv,valid,gpr
PMADDWD,,128,NA,1.4359,0.3590,,SSE2,zen4_dotproduct_complete_2026-04-04.csv,valid,legacy
PADDB,"xmm,xmm",128,int8,0.0160,0.1232,arith_add,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDD,"xmm,xmm",128,int32,0.0158,0.1222,arith_add,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDQ,"xmm,xmm",128,int64,0.0158,0.1224,arith_add,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDW,"xmm,xmm",128,int16,0.0160,0.1229,arith_add,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PHADDD,"xmm,xmm",128,int32,0.9667,0.9666,arith_horiz,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PHADDW,"xmm,xmm",128,int32,0.9665,0.9665,arith_horiz,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PHSUBD,"xmm,xmm",128,int32,0.9667,0.9666,arith_horiz,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PHSUBW,"xmm,xmm",128,int32,0.9669,0.9667,arith_horiz,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMAXSB,"xmm,xmm",128,int8,0.0004,0.1210,arith_minmax,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMAXSD,"xmm,xmm",128,fp64,0.0002,0.1211,arith_minmax,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMAXSW,"xmm,xmm",128,int16,0.0002,0.1209,arith_minmax,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMAXUB,"xmm,xmm",128,int8,0.0002,0.1210,arith_minmax,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMAXUD,"xmm,xmm",128,int32,0.0004,0.1211,arith_minmax,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMAXUW,"xmm,xmm",128,int16,0.0002,0.1209,arith_minmax,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMINSB,"xmm,xmm",128,int8,0.0002,0.1210,arith_minmax,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMINSD,"xmm,xmm",128,fp64,0.0002,0.1214,arith_minmax,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMINSW,"xmm,xmm",128,int16,0.0004,0.1210,arith_minmax,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMINUB,"xmm,xmm",128,int8,0.0002,0.1211,arith_minmax,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMINUD,"xmm,xmm",128,int32,0.0004,0.1209,arith_minmax,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMINUW,"xmm,xmm",128,int16,0.0002,0.1209,arith_minmax,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PABSB,"xmm,xmm",128,int8,0.0002,0.2417,arith_misc,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PABSD,"xmm,xmm",128,fp64,0.0002,0.2420,arith_misc,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PABSW,"xmm,xmm",128,int16,0.0004,0.2424,arith_misc,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PAVGB,"xmm,xmm",128,int8,1.1406,0.1211,arith_misc,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PAVGW,"xmm,xmm",128,int16,0.9665,0.1211,arith_misc,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSADBW,"xmm,xmm",128,int16,1.6352,0.2418,arith_misc,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMADDUBSW,"xmm,xmm",128,int16,1.4494,0.2418,arith_mul,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMADDWD,"xmm,xmm",128,int32,1.4496,0.2418,arith_mul,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMULDQ,"xmm,xmm",128,int64,0.5085,0.5945,arith_mul,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMULHUW,"xmm,xmm",128,int16,0.0158,0.2417,arith_mul,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMULHW,"xmm,xmm",128,int16,1.4638,0.2441,arith_mul,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMULLD,"xmm,xmm",128,int32,0.0465,0.2447,arith_mul,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMULLW,"xmm,xmm",128,int16,0.0462,0.2445,arith_mul,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMULUDQ,"xmm,xmm",128,int64,0.0921,0.4689,arith_mul,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDSB,"xmm,xmm",128,int8,0.0310,0.2441,arith_sat,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDSW,"xmm,xmm",128,int16,0.0310,0.2441,arith_sat,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDUSB,"xmm,xmm",128,int8,0.0308,0.2441,arith_sat,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PADDUSW,"xmm,xmm",128,int16,0.0310,0.2442,arith_sat,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBSB,"xmm,xmm",128,int8,0.4881,0.2441,arith_sat,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBSW,"xmm,xmm",128,int16,0.0310,0.2441,arith_sat,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBUSB,"xmm,xmm",128,int8,0.0002,0.4374,arith_sat,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBUSW,"xmm,xmm",128,int16,0.0310,0.2443,arith_sat,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
